L,H,Do,WP,FW,led,TF,TW,Elastic Load
6000,700,412,41.2,216,76,20,12,165.6
6000,700,412,41.2,216,76,25,12,204.1
6000,700,412,41.2,216,76,15,15,171.2
6000,700,412,41.2,216,76,20,15,216.1
6000,700,412,41.2,216,76,25,15,263.3
6000,700,412,119.48,216,139,15,9,106.8
6000,700,412,119.48,216,139,20,9,132.7
6000,700,412,119.48,216,139,25,9,153.6
6000,700,412,119.48,216,139,15,12,153.6
6000,700,412,119.48,216,139,20,12,193.4
6000,700,412,119.48,216,139,25,12,233.7
6000,700,412,119.48,216,139,15,15,190.6
6000,700,412,119.48,216,139,20,15,242.9
6000,700,412,119.48,216,139,25,15,295.5
6000,700,412,201.88,216,338,15,9,116.9
6000,700,412,201.88,216,338,20,9,145.8
6000,700,412,201.88,216,338,25,9,173.5
6000,700,412,201.88,216,338,15,12,162.9
6000,700,412,201.88,216,338,20,12,205.6
6000,700,412,201.88,216,338,25,12,248.2
6000,700,412,201.88,216,338,15,15,199.4
6000,700,412,201.88,216,338,20,15,254.7
6000,700,412,201.88,216,338,25,15,310.1
6000,560,448,44.8,216,311,15,9,87.4
6000,560,448,44.8,216,311,20,9,102.8
6000,560,448,44.8,216,311,25,9,110.3
6000,560,448,44.8,216,311,15,12,128.6
6000,560,448,44.8,216,311,20,12,163.6
6000,560,448,44.8,216,311,25,12,197.9
6000,560,448,44.8,216,311,15,15,159.8
6000,560,448,44.8,216,311,20,15,206.0
6000,560,448,44.8,216,311,25,15,253.4
6000,560,448,129.92,216,464,15,9,110.0
6000,560,448,129.92,216,464,20,9,136.5
6000,560,448,129.92,216,464,25,9,156.6
6000,560,448,129.92,216,464,15,12,148.6
6000,560,448,129.92,216,464,20,12,190.5
6000,560,448,129.92,216,464,25,12,231.9
6000,560,448,129.92,216,464,15,15,177.5
6000,560,448,129.92,216,464,20,15,231.2
6000,560,448,129.92,216,464,25,15,285.6
6000,560,448,219.52,216,104,15,9,119.3
6000,560,448,219.52,216,104,20,9,149.4
6000,560,448,219.52,216,104,25,9,174.8
6000,560,448,219.52,216,104,15,12,155.5
6000,560,448,219.52,216,104,20,12,201.2
6000,560,448,219.52,216,104,25,12,246.3
6000,560,448,219.52,216,104,15,15,182.2
6000,560,448,219.52,216,104,20,15,239.6
6000,560,448,219.52,216,104,25,15,298.2
6000,560,373,37.3,216,353.5,15,9,95.6
6000,560,373,37.3,216,353.5,20,9,121.6
6000,560,373,37.3,216,353.5,25,9,140.7
6000,560,373,37.3,216,353.5,15,12,136.0
6000,560,373,37.3,216,353.5,20,12,174.3
6000,560,373,37.3,216,353.5,25,12,214.6
6000,560,373,37.3,216,353.5,15,15,167.4
6000,560,373,37.3,216,353.5,20,15,216.6
6000,560,373,37.3,216,353.5,25,15,267.9
6000,560,373,108.17,216,408.5,15,9,115.1
6000,560,373,108.17,216,408.5,20,9,144.5
6000,560,373,108.17,216,408.5,25,9,170.4
6000,560,373,108.17,216,408.5,15,12,153.5
6000,560,373,108.17,216,408.5,20,12,197.8
6000,560,373,108.17,216,408.5,25,12,242.2
6000,560,373,108.17,216,408.5,15,15,182.4
6000,560,373,108.17,216,408.5,20,15,238.3
6000,560,373,108.17,216,408.5,25,15,295.7
6000,560,373,182.77,216,33.5,15,9,122.6
6000,560,373,182.77,216,33.5,20,9,154.3
6000,560,373,182.77,216,33.5,25,9,180.8
6000,560,373,182.77,216,33.5,15,12,158.9
6000,560,373,182.77,216,33.5,20,12,206.4
6000,560,373,182.77,216,33.5,25,12,253.6
6000,560,373,182.77,216,33.5,15,15,185.8
6000,560,373,182.77,216,33.5,20,15,244.7
6000,560,373,182.77,216,33.5,25,15,305.5
6000,560,329,32.9,216,301.5,15,9,100.7
6000,560,329,32.9,216,301.5,20,9,130.3
6000,560,329,32.9,216,301.5,25,9,157.8
6000,560,329,32.9,216,301.5,15,12,141.1
6000,560,329,32.9,216,301.5,20,12,181.6
6000,560,329,32.9,216,301.5,25,12,224.9
6000,560,329,32.9,216,301.5,15,15,172.2
6000,560,329,32.9,216,301.5,20,15,223.8
6000,560,329,32.9,216,301.5,25,15,277.6
6000,560,329,95.41,216,291.5,15,9,118.8
6000,560,329,95.41,216,291.5,20,9,150.5
6000,560,329,95.41,216,291.5,25,9,180.2
6000,560,329,95.41,216,291.5,15,12,156.8
6000,560,329,95.41,216,291.5,20,12,203.0
6000,560,329,95.41,216,291.5,25,12,249.6
6000,560,329,95.41,216,291.5,15,15,185.2
6000,560,329,95.41,216,291.5,20,15,242.8
6000,560,329,95.41,216,291.5,25,15,302.4
6000,560,329,161.21,216,385.5,15,9,126.3
6000,560,329,161.21,216,385.5,20,9,160.4
6000,560,329,161.21,216,385.5,25,9,193.4
6000,560,329,161.21,216,385.5,15,12,163.1
6000,560,329,161.21,216,385.5,20,12,211.8
6000,560,329,161.21,216,385.5,25,12,260.8
6000,560,329,161.21,216,385.5,15,15,191.1
6000,560,329,161.21,216,385.5,20,15,251.0
6000,560,329,161.21,216,385.5,25,15,313.2
6000,420,336,33.6,216,242,15,9,101.5
6000,420,336,33.6,216,242,20,9,124.3
6000,420,336,33.6,216,242,25,9,136.7
6000,420,336,33.6,216,242,15,12,133.0
6000,420,336,33.6,216,242,20,12,175.7
6000,420,336,33.6,216,242,25,12,218.2
6000,420,336,33.6,216,242,15,15,154.1
6000,420,336,33.6,216,242,20,15,207.8
6000,420,336,33.6,216,242,25,15,264.0
6000,420,336,97.44,216,234,15,9,117.5
6000,420,336,97.44,216,234,20,9,151.0
6000,420,336,97.44,216,234,25,9,179.4
6000,420,336,97.44,216,234,15,12,145.0
6000,420,336,97.44,216,234,20,12,194.2
6000,420,336,97.44,216,234,25,12,244.0
6000,420,336,97.44,216,234,15,15,164.0
6000,420,336,97.44,216,234,20,15,223.4
6000,420,336,97.44,216,234,25,15,286.6
6000,420,336,164.64,216,327,15,9,124.5
6000,420,336,164.64,216,327,20,9,162.3
6000,420,336,164.64,216,327,25,9,198.1
6000,420,336,164.64,216,327,15,12,150.6
6000,420,336,164.64,216,327,20,12,203.0
6000,420,336,164.64,216,327,25,12,256.7
6000,420,336,164.64,216,327,15,15,169.3
6000,420,336,164.64,216,327,20,15,231.2
6000,420,336,164.64,216,327,25,15,297.8
6000,420,280,28,216,88,15,9,105.5
6000,420,280,28,216,88,20,9,136.5
6000,420,280,28,216,88,25,9,159.4
6000,420,280,28,216,88,15,12,133.8
6000,420,280,28,216,88,20,12,180.4
6000,420,280,28,216,88,25,12,228.3
6000,420,280,28,216,88,15,15,153.3
6000,420,280,28,216,88,20,15,209.9
6000,420,280,28,216,88,25,15,270.5
6000,420,280,81.2,216,333,15,9,122.0
6000,420,280,81.2,216,333,20,9,158.9
6000,420,280,81.2,216,333,25,9,193.3
6000,420,280,81.2,216,333,15,12,149.1
6000,420,280,81.2,216,333,20,12,200.8
6000,420,280,81.2,216,333,25,12,253.9
6000,420,280,81.2,216,333,15,15,168.5
6000,420,280,81.2,216,333,20,15,229.7
6000,420,280,81.2,216,333,25,15,295.6
6000,420,280,137.2,216,358,15,9,127.5
6000,420,280,137.2,216,358,20,9,167.3
6000,420,280,137.2,216,358,25,9,205.7
6000,420,280,137.2,216,358,15,12,153.4
6000,420,280,137.2,216,358,20,12,207.5
6000,420,280,137.2,216,358,25,12,263.5
6000,420,280,137.2,216,358,15,15,172.4
6000,420,280,137.2,216,358,20,15,235.5
6000,420,280,137.2,216,358,25,15,304.0
6000,420,247,24.7,216,156.5,15,9,113.0
6000,420,247,24.7,216,156.5,20,9,147.8
6000,420,247,24.7,216,156.5,25,9,180.6
6000,420,247,24.7,216,156.5,15,12,142.1
6000,420,247,24.7,216,156.5,20,12,190.7
6000,420,247,24.7,216,156.5,25,12,241.5
6000,420,247,24.7,216,156.5,15,15,162.4
6000,420,247,24.7,216,156.5,20,15,220.8
6000,420,247,24.7,216,156.5,25,15,283.6
6000,420,247,71.63,216,324.5,15,9,125.2
6000,420,247,71.63,216,324.5,20,9,164.3
6000,420,247,71.63,216,324.5,25,9,202.3
6000,420,247,71.63,216,324.5,15,12,151.6
6000,420,247,71.63,216,324.5,20,12,205.0
6000,420,247,71.63,216,324.5,25,12,260.5
6000,420,247,71.63,216,324.5,15,15,170.9
6000,420,247,71.63,216,324.5,20,15,233.4
6000,420,247,71.63,216,324.5,25,15,301.3
6000,420,247,121.03,216,300.5,15,9,129.9
6000,420,247,121.03,216,300.5,20,9,171.4
6000,420,247,121.03,216,300.5,25,9,212.2
6000,420,247,121.03,216,300.5,15,12,155.2
6000,420,247,121.03,216,300.5,20,12,210.9
6000,420,247,121.03,216,300.5,25,12,268.9
6000,420,247,121.03,216,300.5,15,15,174.0
6000,420,247,121.03,216,300.5,20,15,238.4
6000,420,247,121.03,216,300.5,25,15,308.7
6000,700,560,56,270,256,15,9,81.0
6000,700,560,56,270,256,20,9,88.3
6000,700,560,56,270,256,25,9,92.6
6000,700,560,56,270,256,15,12,149.8
6000,700,560,56,270,256,20,12,181.6
6000,700,560,56,270,256,25,12,200.7
6000,700,560,56,270,256,15,15,217.8
6000,700,560,56,270,256,20,15,267.2
6000,700,560,56,270,256,25,15,318.7
6000,700,560,162.4,270,554,15,9,121.8
6000,700,560,162.4,270,554,20,9,139.4
6000,700,560,162.4,270,554,25,9,148.0
6000,700,560,162.4,270,554,15,12,201.5
6000,700,560,162.4,270,554,20,12,246.5
6000,700,560,162.4,270,554,25,12,288.9
6000,700,560,162.4,270,554,15,15,270.3
6000,700,560,162.4,270,554,20,15,335.1
6000,700,560,162.4,270,554,25,15,399.0
6000,700,560,274.4,270,218,15,9,138.8
6000,700,560,274.4,270,218,20,9,157.1
6000,700,560,274.4,270,218,25,9,166.6
6000,700,560,274.4,270,218,15,12,223.5
6000,700,560,274.4,270,218,20,12,274.3
6000,700,560,274.4,270,218,25,12,321.5
6000,700,560,274.4,270,218,15,15,289.5
6000,700,560,274.4,270,218,20,15,362.7
6000,700,560,274.4,270,218,25,15,433.1
6000,700,467,46.7,270,196.5,15,9,96.4
6000,700,467,46.7,270,196.5,20,9,114.7
6000,700,467,46.7,270,196.5,25,9,122.5
6000,700,467,46.7,270,196.5,15,12,163.6
6000,700,467,46.7,270,196.5,20,12,204.6
6000,700,467,46.7,270,196.5,25,12,245.4
6000,700,467,46.7,270,196.5,15,15,234.1
6000,700,467,46.7,270,196.5,20,15,288.3
6000,700,467,46.7,270,196.5,25,15,347.9
6000,700,467,135.43,270,358.5,15,9,128.1
6000,700,467,135.43,270,358.5,20,9,148.1
6000,700,467,135.43,270,358.5,25,9,158.0
6000,700,467,135.43,270,358.5,15,12,211.0
6000,700,467,135.43,270,358.5,20,12,258.2
6000,700,467,135.43,270,358.5,25,12,304.4
6000,700,467,135.43,270,358.5,15,15,280.9
6000,700,467,135.43,270,358.5,20,15,349.3
6000,700,467,135.43,270,358.5,25,15,416.6
6000,700,467,228.83,270,678.5,15,9,151.0
6000,700,467,228.83,270,678.5,20,9,184.2
6000,700,467,228.83,270,678.5,25,9,209.2
6000,700,467,228.83,270,678.5,15,12,232.7
6000,700,467,228.83,270,678.5,20,12,287.1
6000,700,467,228.83,270,678.5,25,12,341.9
6000,700,467,228.83,270,678.5,15,15,300.6
6000,700,467,228.83,270,678.5,20,15,376.3
6000,700,467,228.83,270,678.5,25,15,450.2
6000,700,412,41.2,270,76,15,9,102.5
6000,700,412,41.2,270,76,20,9,127.6
6000,700,412,41.2,270,76,25,9,138.0
6000,700,412,41.2,270,76,15,12,172.5
6000,700,412,41.2,270,76,20,12,216.1
6000,700,412,41.2,270,76,25,12,264.5
6000,700,412,41.2,270,76,15,15,245.1
6000,700,412,41.2,270,76,20,15,302.3
6000,700,412,41.2,270,76,25,15,365.4
6000,700,412,119.48,270,139,15,9,134.0
6000,700,412,119.48,270,139,20,9,155.4
6000,700,412,119.48,270,139,25,9,165.4
6000,700,412,119.48,270,139,15,12,218.7
6000,700,412,119.48,270,139,20,12,268.4
6000,700,412,119.48,270,139,25,12,317.8
6000,700,412,119.48,270,139,15,15,288.1
6000,700,412,119.48,270,139,20,15,360.0
6000,700,412,119.48,270,139,25,15,430.7
6000,700,412,201.88,270,338,15,9,154.2
6000,700,412,201.88,270,338,20,9,185.0
6000,700,412,201.88,270,338,25,9,204.1
6000,700,412,201.88,270,338,15,12,238.1
6000,700,412,201.88,270,338,20,12,294.0
6000,700,412,201.88,270,338,25,12,349.7
6000,700,412,201.88,270,338,15,15,305.6
6000,700,412,201.88,270,338,20,15,383.9
6000,700,412,201.88,270,338,25,15,460.1
6000,560,448,44.8,270,311,15,9,100.3
6000,560,448,44.8,270,311,20,9,109.1
6000,560,448,44.8,270,311,25,9,114.9
6000,560,448,44.8,270,311,15,12,178.6
6000,560,448,44.8,270,311,20,12,217.7
6000,560,448,44.8,270,311,25,12,244.2
6000,560,448,44.8,270,311,15,15,239.6
6000,560,448,44.8,270,311,20,15,300.8
6000,560,448,44.8,270,311,25,15,361.7
6000,560,448,129.92,270,464,15,9,144.5
6000,560,448,129.92,270,464,20,9,162.9
6000,560,448,129.92,270,464,25,9,172.3
6000,560,448,129.92,270,464,15,12,221.8
6000,560,448,129.92,270,464,20,12,276.1
6000,560,448,129.92,270,464,25,12,325.9
6000,560,448,129.92,270,464,15,15,277.2
6000,560,448,129.92,270,464,20,15,353.6
6000,560,448,129.92,270,464,25,15,427.9
6000,560,448,219.52,270,104,15,9,163.4
6000,560,448,219.52,270,104,20,9,184.7
6000,560,448,219.52,270,104,25,9,195.2
6000,560,448,219.52,270,104,15,12,238.1
6000,560,448,219.52,270,104,20,12,299.8
6000,560,448,219.52,270,104,25,12,357.1
6000,560,448,219.52,270,104,15,15,289.0
6000,560,448,219.52,270,104,20,15,373.1
6000,560,448,219.52,270,104,25,15,454.9
6000,560,373,37.3,270,353.5,15,9,120.7
6000,560,373,37.3,270,353.5,20,9,143.3
6000,560,373,37.3,270,353.5,25,9,153.8
6000,560,373,37.3,270,353.5,15,12,192.4
6000,560,373,37.3,270,353.5,20,12,241.4
6000,560,373,37.3,270,353.5,25,12,290.7
6000,560,373,37.3,270,353.5,15,15,253.3
6000,560,373,37.3,270,353.5,20,15,320.2
6000,560,373,37.3,270,353.5,25,15,389.3
6000,560,373,108.17,270,408.5,15,9,155.4
6000,560,373,108.17,270,408.5,20,9,181.8
6000,560,373,108.17,270,408.5,25,9,195.4
6000,560,373,108.17,270,408.5,15,12,231.2
6000,560,373,108.17,270,408.5,20,12,289.8
6000,560,373,108.17,270,408.5,25,12,346.1
6000,560,373,108.17,270,408.5,15,15,286.2
6000,560,373,108.17,270,408.5,20,15,366.8
6000,560,373,108.17,270,408.5,25,15,446.1
6000,560,373,182.77,270,33.5,15,9,166.4
6000,560,373,182.77,270,33.5,20,9,184.5
6000,560,373,182.77,270,33.5,25,9,192.2
6000,560,373,182.77,270,33.5,15,12,239.4
6000,560,373,182.77,270,33.5,20,12,304.6
6000,560,373,182.77,270,33.5,25,12,365.2
6000,560,373,182.77,270,33.5,15,15,288.6
6000,560,373,182.77,270,33.5,20,15,375.7
6000,560,373,182.77,270,33.5,25,15,461.7
6000,560,329,32.9,270,301.5,15,9,129.8
6000,560,329,32.9,270,301.5,20,9,163.3
6000,560,329,32.9,270,301.5,25,9,181.2
6000,560,329,32.9,270,301.5,15,12,202.3
6000,560,329,32.9,270,301.5,20,12,255.0
6000,560,329,32.9,270,301.5,25,12,312.4
6000,560,329,32.9,270,301.5,15,15,262.8
6000,560,329,32.9,270,301.5,20,15,333.8
6000,560,329,32.9,270,301.5,25,15,407.4
6000,560,329,95.41,270,291.5,15,9,163.4
6000,560,329,95.41,270,291.5,20,9,196.0
6000,560,329,95.41,270,291.5,25,9,214.6
6000,560,329,95.41,270,291.5,15,12,237.9
6000,560,329,95.41,270,291.5,20,12,299.9
6000,560,329,95.41,270,291.5,25,12,360.8
6000,560,329,95.41,270,291.5,15,15,292.0
6000,560,329,95.41,270,291.5,20,15,375.9
6000,560,329,95.41,270,291.5,25,15,459.1
6000,560,329,161.21,270,385.5,15,9,180.2
6000,560,329,161.21,270,385.5,20,9,220.4
6000,560,329,161.21,270,385.5,25,9,249.9
6000,560,329,161.21,270,385.5,15,12,251.6
6000,560,329,161.21,270,385.5,20,12,319.0
6000,560,329,161.21,270,385.5,25,12,384.7
6000,560,329,161.21,270,385.5,15,15,303.6
6000,560,329,161.21,270,385.5,20,15,392.7
6000,560,329,161.21,270,385.5,25,15,480.9
6000,420,336,33.6,270,242,15,9,125.4
6000,420,336,33.6,270,242,20,9,136.4
6000,420,336,33.6,270,242,25,9,144.5
6000,420,336,33.6,270,242,15,12,202.2
6000,420,336,33.6,270,242,20,12,254.9
6000,420,336,33.6,270,242,25,12,295.5
6000,420,336,33.6,270,242,15,15,245.4
6000,420,336,33.6,270,242,20,15,321.8
6000,420,336,33.6,270,242,25,15,397.4
6000,420,336,97.44,270,234,15,9,169.7
6000,420,336,97.44,270,234,20,9,193.3
6000,420,336,97.44,270,234,25,9,204.3
6000,420,336,97.44,270,234,15,12,229.6
6000,420,336,97.44,270,234,20,12,297.6
6000,420,336,97.44,270,234,25,12,361.2
6000,420,336,97.44,270,234,15,15,266.3
6000,420,336,97.44,270,234,20,15,354.9
6000,420,336,97.44,270,234,25,15,444.3
6000,420,336,164.64,270,327,15,9,188.7
6000,420,336,164.64,270,327,20,9,234.6
6000,420,336,164.64,270,327,25,9,267.1
6000,420,336,164.64,270,327,15,12,241.3
6000,420,336,164.64,270,327,20,12,316.3
6000,420,336,164.64,270,327,25,12,389.0
6000,420,336,164.64,270,327,15,15,276.1
6000,420,336,164.64,270,327,20,15,370.2
6000,420,336,164.64,270,327,25,15,466.3
6000,420,280,28,270,88,15,9,146.4
6000,420,280,28,270,88,20,9,164.2
6000,420,280,28,270,88,25,9,173.6
6000,420,280,28,270,88,15,12,213.3
6000,420,280,28,270,88,20,12,274.4
6000,420,280,28,270,88,25,12,331.4
6000,420,280,28,270,88,15,15,254.1
6000,420,280,28,270,88,20,15,336.6
6000,420,280,28,270,88,25,15,420.2
6000,420,280,81.2,270,333,15,9,181.3
6000,420,280,81.2,270,333,20,9,220.9
6000,420,280,81.2,270,333,25,9,243.2
6000,420,280,81.2,270,333,15,12,237.5
6000,420,280,81.2,270,333,20,12,310.3
6000,420,280,81.2,270,333,25,12,381.1
6000,420,280,81.2,270,333,15,15,273.8
6000,420,280,81.2,270,333,20,15,366.3
6000,420,280,81.2,270,333,25,15,460.9
6000,420,280,137.2,270,358,15,9,194.6
6000,420,280,137.2,270,358,20,9,244.7
6000,420,280,137.2,270,358,25,9,284.5
6000,420,280,137.2,270,358,15,12,246.6
6000,420,280,137.2,270,358,20,12,324.7
6000,420,280,137.2,270,358,25,12,401.5
6000,420,280,137.2,270,358,15,15,281.3
6000,420,280,137.2,270,358,20,15,377.9
6000,420,280,137.2,270,358,25,15,477.7
6000,420,247,24.7,270,156.5,15,9,158.2
6000,420,247,24.7,270,156.5,20,9,194.4
6000,420,247,24.7,270,156.5,25,9,212.4
6000,420,247,24.7,270,156.5,15,12,216.4
6000,420,247,24.7,270,156.5,20,12,283.3
6000,420,247,24.7,270,156.5,25,12,350.7
6000,420,247,24.7,270,156.5,15,15,254.5
6000,420,247,24.7,270,156.5,20,15,340.7
6000,420,247,24.7,270,156.5,25,15,429.9
6000,420,247,71.63,270,324.5,15,9,188.6
6000,420,247,71.63,270,324.5,20,9,236.2
6000,420,247,71.63,270,324.5,25,9,271.3
6000,420,247,71.63,270,324.5,15,12,242.6
6000,420,247,71.63,270,324.5,20,12,319.0
6000,420,247,71.63,270,324.5,25,12,394.6
6000,420,247,71.63,270,324.5,15,15,278.2
6000,420,247,71.63,270,324.5,20,15,373.4
6000,420,247,71.63,270,324.5,25,15,471.9
6000,420,247,121.03,270,300.5,15,9,199.7
6000,420,247,121.03,270,300.5,20,9,253.9
6000,420,247,121.03,270,300.5,25,9,301.4
6000,420,247,121.03,270,300.5,15,12,250.5
6000,420,247,121.03,270,300.5,20,12,331.6
6000,420,247,121.03,270,300.5,25,12,412.0
6000,420,247,121.03,270,300.5,15,15,284.5
6000,420,247,121.03,270,300.5,20,15,383.7
6000,420,247,121.03,270,300.5,25,15,486.9
7000,700,560,56,162,140,15,9,38.0
7000,700,560,56,162,140,20,9,48.9
7000,700,560,56,162,140,25,9,58.7
7000,700,560,56,162,140,15,12,49.9
7000,700,560,56,162,140,20,12,65.1
7000,700,560,56,162,140,25,12,80.8
7000,700,560,56,162,140,15,15,59.3
7000,700,560,56,162,140,20,15,77.9
7000,700,560,56,162,140,25,15,97.6
7000,700,560,162.4,162,332,15,9,43.9
7000,700,560,162.4,162,332,20,9,56.5
7000,700,560,162.4,162,332,25,9,68.9
7000,700,560,162.4,162,332,15,12,55.3
7000,700,560,162.4,162,332,20,12,72.6
7000,700,560,162.4,162,332,25,12,90.3
7000,700,560,162.4,162,332,15,15,64.9
7000,700,560,162.4,162,332,20,15,85.4
7000,700,560,162.4,162,332,25,15,107.3
7000,700,560,274.4,162,718,15,9,46.7
7000,700,560,274.4,162,718,20,9,60.3
7000,700,560,274.4,162,718,25,9,73.9
7000,700,560,274.4,162,718,15,12,58.2
7000,700,560,274.4,162,718,20,12,76.4
7000,700,560,274.4,162,718,25,12,95.3
7000,700,560,274.4,162,718,15,15,68.3
7000,700,560,274.4,162,718,20,15,89.7
7000,700,560,274.4,162,718,25,15,112.6
7000,700,467,46.7,162,696.5,15,9,40.5
7000,700,467,46.7,162,696.5,20,9,52.8
7000,700,467,46.7,162,696.5,25,9,65.7
7000,700,467,46.7,162,696.5,15,12,53.1
7000,700,467,46.7,162,696.5,20,12,69.1
7000,700,467,46.7,162,696.5,25,12,86.3
7000,700,467,46.7,162,696.5,15,15,63.9
7000,700,467,46.7,162,696.5,20,15,83.1
7000,700,467,46.7,162,696.5,25,15,103.8
7000,700,467,135.43,162,256.5,15,9,45.4
7000,700,467,135.43,162,256.5,20,9,58.7
7000,700,467,135.43,162,256.5,25,9,72.1
7000,700,467,135.43,162,256.5,15,12,56.9
7000,700,467,135.43,162,256.5,20,12,74.8
7000,700,467,135.43,162,256.5,25,12,93.5
7000,700,467,135.43,162,256.5,15,15,66.7
7000,700,467,135.43,162,256.5,20,15,87.8
7000,700,467,135.43,162,256.5,25,15,110.5
7000,700,467,228.83,162,482.5,15,9,47.6
7000,700,467,228.83,162,482.5,20,9,61.8
7000,700,467,228.83,162,482.5,25,9,76.0
7000,700,467,228.83,162,482.5,15,12,59.1
7000,700,467,228.83,162,482.5,20,12,77.9
7000,700,467,228.83,162,482.5,25,12,97.4
7000,700,467,228.83,162,482.5,15,15,69.3
7000,700,467,228.83,162,482.5,20,15,91.0
7000,700,467,228.83,162,482.5,25,15,114.6
7000,700,412,41.2,162,123,15,9,41.8
7000,700,412,41.2,162,123,20,9,54.6
7000,700,412,41.2,162,123,25,9,68.2
7000,700,412,41.2,162,123,15,12,53.9
7000,700,412,41.2,162,123,20,12,70.7
7000,700,412,41.2,162,123,25,12,88.6
7000,700,412,41.2,162,123,15,15,64.0
7000,700,412,41.2,162,123,20,15,83.9
7000,700,412,41.2,162,123,25,15,105.6
7000,700,412,119.48,162,108,15,9,46.4
7000,700,412,119.48,162,108,20,9,60.3
7000,700,412,119.48,162,108,25,9,74.5
7000,700,412,119.48,162,108,15,12,57.8
7000,700,412,119.48,162,108,20,12,76.2
7000,700,412,119.48,162,108,25,12,95.6
7000,700,412,119.48,162,108,15,15,67.7
7000,700,412,119.48,162,108,20,15,89.1
7000,700,412,119.48,162,108,25,15,112.5
7000,700,412,201.88,162,224,15,9,48.4
7000,700,412,201.88,162,224,20,9,63.0
7000,700,412,201.88,162,224,25,9,77.7
7000,700,412,201.88,162,224,15,12,59.7
7000,700,412,201.88,162,224,20,12,78.8
7000,700,412,201.88,162,224,25,12,99.0
7000,700,412,201.88,162,224,15,15,69.8
7000,700,412,201.88,162,224,20,15,91.8
7000,700,412,201.88,162,224,25,15,115.9
7000,560,448,44.8,162,318,15,9,39.8
7000,560,448,44.8,162,318,20,9,52.4
7000,560,448,44.8,162,318,25,9,64.7
7000,560,448,44.8,162,318,15,12,49.3
7000,560,448,44.8,162,318,20,12,66.3
7000,560,448,44.8,162,318,25,12,84.2
7000,560,448,44.8,162,318,15,15,56.9
7000,560,448,44.8,162,318,20,15,76.8
7000,560,448,44.8,162,318,25,15,98.6
7000,560,448,129.92,162,386,15,9,44.1
7000,560,448,129.92,162,386,20,9,58.5
7000,560,448,129.92,162,386,25,9,72.9
7000,560,448,129.92,162,386,15,12,53.0
7000,560,448,129.92,162,386,20,12,71.9
7000,560,448,129.92,162,386,25,12,91.9
7000,560,448,129.92,162,386,15,15,60.6
7000,560,448,129.92,162,386,20,15,82.1
7000,560,448,129.92,162,386,25,15,105.9
7000,560,448,219.52,162,604,15,9,46.2
7000,560,448,219.52,162,604,20,9,61.6
7000,560,448,219.52,162,604,25,9,77.1
7000,560,448,219.52,162,604,15,12,55.0
7000,560,448,219.52,162,604,20,12,74.7
7000,560,448,219.52,162,604,25,12,95.8
7000,560,448,219.52,162,604,15,15,62.9
7000,560,448,219.52,162,604,20,15,85.1
7000,560,448,219.52,162,604,25,15,109.8
7000,560,373,37.3,162,33.5,15,9,41.5
7000,560,373,37.3,162,33.5,20,9,55.3
7000,560,373,37.3,162,33.5,25,9,69.3
7000,560,373,37.3,162,33.5,15,12,50.6
7000,560,373,37.3,162,33.5,20,12,68.6
7000,560,373,37.3,162,33.5,25,12,87.9
7000,560,373,37.3,162,33.5,15,15,58.1
7000,560,373,37.3,162,33.5,20,15,78.8
7000,560,373,37.3,162,33.5,25,15,101.8
7000,560,373,108.17,162,427.5,15,9,45.4
7000,560,373,108.17,162,427.5,20,9,60.6
7000,560,373,108.17,162,427.5,25,9,76.1
7000,560,373,108.17,162,427.5,15,12,54.4
7000,560,373,108.17,162,427.5,20,12,73.8
7000,560,373,108.17,162,427.5,25,12,94.7
7000,560,373,108.17,162,427.5,15,15,62.4
7000,560,373,108.17,162,427.5,20,15,84.3
7000,560,373,108.17,162,427.5,25,15,108.8
7000,560,373,182.77,162,533.5,15,9,47.0
7000,560,373,182.77,162,533.5,20,9,63.0
7000,560,373,182.77,162,533.5,25,9,79.4
7000,560,373,182.77,162,533.5,15,12,55.9
7000,560,373,182.77,162,533.5,20,12,76.1
7000,560,373,182.77,162,533.5,25,12,97.9
7000,560,373,182.77,162,533.5,15,15,64.1
7000,560,373,182.77,162,533.5,20,15,86.5
7000,560,373,182.77,162,533.5,25,15,111.8
7000,560,329,32.9,162,77.5,15,9,42.8
7000,560,329,32.9,162,77.5,20,9,57.4
7000,560,329,32.9,162,77.5,25,9,72.7
7000,560,329,32.9,162,77.5,15,12,52.0
7000,560,329,32.9,162,77.5,20,12,70.6
7000,560,329,32.9,162,77.5,25,12,90.8
7000,560,329,32.9,162,77.5,15,15,59.8
7000,560,329,32.9,162,77.5,20,15,81.0
7000,560,329,32.9,162,77.5,25,15,104.7
7000,560,329,95.41,162,367.5,15,9,46.3
7000,560,329,95.41,162,367.5,20,9,62.1
7000,560,329,95.41,162,367.5,25,9,78.4
7000,560,329,95.41,162,367.5,15,12,55.2
7000,560,329,95.41,162,367.5,20,12,75.1
7000,560,329,95.41,162,367.5,25,12,96.7
7000,560,329,95.41,162,367.5,15,15,63.3
7000,560,329,95.41,162,367.5,20,15,85.5
7000,560,329,95.41,162,367.5,25,15,110.6
7000,560,329,161.21,162,395.5,15,9,47.6
7000,560,329,161.21,162,395.5,20,9,64.1
7000,560,329,161.21,162,395.5,25,9,81.0
7000,560,329,161.21,162,395.5,15,12,56.4
7000,560,329,161.21,162,395.5,20,12,76.9
7000,560,329,161.21,162,395.5,25,12,99.2
